"SkyRefNumber","marketingtag"
"181565400004","CGA DATA MAY2015_Dry Led"
"184807300004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184806700004","CGA DATA MAY2015_Branded Food Pub"
"181659400004","CGA DATA MAY2015_Branded Food Pub"
"184806800004","CGA DATA MAY2015_Dry Led"
"116072300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184924400004","CGA DATA MAY2015_Dry Led"
"183223800004","CGA DATA MAY2015_Community/Wet Led/Local"
"106434100004","CGA DATA MAY2015_Dry Led"
"184545000004","CGA DATA MAY2015_Community/Wet Led/Local"
"141674300004","CGA DATA MAY2015_Dry Led"
"121212700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184924800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184974600004","CGA DATA MAY2015_Dry Led"
"134577300004","CGA DATA MAY2015_Community/Wet Led/Local"
"180005900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184884100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184831200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184822300004","CGA DATA MAY2015_Branded Food Pub"
"184778300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184778900004","CGA DATA MAY2015_Community/Wet Led/Local"
"106047900004","CGA DATA MAY2015_Dry Led"
"184930100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184778700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184883400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184804300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184804600004","CGA DATA MAY2015_Dry Led"
"136700400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184822700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184777700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184981300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184779000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184804900004","CGA DATA MAY2015_Community/Wet Led/Local"
"102209400004","CGA DATA MAY2015_Community/Wet Led/Local"
"127751900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184804100004","CGA DATA MAY2015_Dry Led"
"184803300004","CGA DATA MAY2015_Branded Food Pub"
"184803400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184803700004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"126696600004","CGA DATA MAY2015_Branded Food Pub"
"103208400004","CGA DATA MAY2015_Community/Wet Led/Local"
"185006500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184762300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184765100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184762200004","CGA DATA MAY2015_Branded Food Pub"
"184766300004","CGA DATA MAY2015_Branded Food Pub"
"184764700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184762000004","CGA DATA MAY2015_Dry Led"
"184800100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184765800004","CGA DATA MAY2015_Branded Food Pub"
"184766000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184766700004","CGA DATA MAY2015_Community/Wet Led/Local"
"121566900004","CGA DATA MAY2015_Branded Food Pub"
"184765500004","CGA DATA MAY2015_Community/Wet Led/Local"
"120373900004","CGA DATA MAY2015_Dry Led"
"184765400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184799300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184799900004","CGA DATA MAY2015_Community/Wet Led/Local"
"107311400004","CGA DATA MAY2015_Dry Led"
"109503300004","CGA DATA MAY2015_Community/Wet Led/Local"
"136432000004","CGA DATA MAY2015_Dry Led"
"184799600004","CGA DATA MAY2015_Community/Wet Led/Local"
"130869800004","CGA DATA MAY2015_Dry Led"
"131486400004","CGA DATA MAY2015_Community/Wet Led/Local"
"119927400004","CGA DATA MAY2015_Community/Wet Led/Local"
"117097400004","CGA DATA MAY2015_Community/Wet Led/Local"
"139023600004","CGA DATA MAY2015_Community/Wet Led/Local"
"125018700004","CGA DATA MAY2015_Branded Food Pub"
"182186400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184969200004","CGA DATA MAY2015_Dry Led"
"184785400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184874600004","CGA DATA MAY2015_Dry Led"
"183485500004","CGA DATA MAY2015_Community/Wet Led/Local"
"142148600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184822500004","CGA DATA MAY2015_Community/Wet Led/Local"
"103581000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184876000004","CGA DATA MAY2015_Dry Led"
"109504200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"119219500004","CGA DATA MAY2015_Rural Character"
"184834300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184877200004","CGA DATA MAY2015_Community/Wet Led/Local"
"119031200004","CGA DATA MAY2015_Community/Wet Led/Local"
"183419700004","CGA DATA MAY2015_Dry Led"
"107073700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184928300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184826500004","CGA DATA MAY2015_Dry Led"
"129933000004","CGA DATA MAY2015_Dry Led"
"184877500004","CGA DATA MAY2015_Dry Led"
"112623100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184980700004","CGA DATA MAY2015_Community/Wet Led/Local"
"120195700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184980500004","CGA DATA MAY2015_Dry Led"
"116720700004","CGA DATA MAY2015_Community/Wet Led/Local"
"115269800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184982100004","CGA DATA MAY2015_Dry Led"
"121292800004","CGA DATA MAY2015_Dry Led"
"140521000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184931800004","CGA DATA MAY2015_Community/Wet Led/Local"
"141770300004","CGA DATA MAY2015_Dry Led"
"184801800004","CGA DATA MAY2015_Community/Wet Led/Local"
"133786000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184801600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184821800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184876600004","CGA DATA MAY2015_Dry Led"
"109706700004","CGA DATA MAY2015_Dry Led"
"184801100004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184923700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"132472100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184970400004","CGA DATA MAY2015_Rural Character"
"139450800004","CGA DATA MAY2015_Community/Wet Led/Local"
"137816900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184970300004","CGA DATA MAY2015_Community/Wet Led/Local"
"110655500004","CGA DATA MAY2015_Dry Led"
"184825800004","CGA DATA MAY2015_Community/Wet Led/Local"
"110703900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184837600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184984100004","CGA DATA MAY2015_Community/Wet Led/Local"
"137155100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184829800004","CGA DATA MAY2015_Community/Wet Led/Local"
"142721400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184934700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184830100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184830000004","CGA DATA MAY2015_Dry Led"
"184984800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184930000004","CGA DATA MAY2015_Dry Led"
"184832800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184983000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184983900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184983600004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184837700004","CGA DATA MAY2015_Community/Wet Led/Local"
"130526100004","CGA DATA MAY2015_Dry Led"
"100045100027","CGA DATA MAY2015_Dry Led"
"184979900004","CGA DATA MAY2015_Community/Wet Led/Local"
"106390800004","CGA DATA MAY2015_Dry Led"
"184983500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184935000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184875700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184969500004","CGA DATA MAY2015_Community/Wet Led/Local"
"121354700004","CGA DATA MAY2015_Community/Wet Led/Local"
"120237000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"142114000004","CGA DATA MAY2015_Community/Wet Led/Local"
"113950500004","CGA DATA MAY2015_Dry Led"
"184973700004","CGA DATA MAY2015_Dry Led"
"184923400004","CGA DATA MAY2015_Community/Wet Led/Local"
"101956200004","CGA DATA MAY2015_Community/Wet Led/Local"
"134822400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"110806900004","CGA DATA MAY2015_Dry Led"
"121667400004","CGA DATA MAY2015_Community/Wet Led/Local"
"141439700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184977400004","CGA DATA MAY2015_Dry Led"
"184987200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184828800004","CGA DATA MAY2015_Community/Wet Led/Local"
"183884400004","CGA DATA MAY2015_Community/Wet Led/Local"
"118971200004","CGA DATA MAY2015_Dry Led"
"184973600004","CGA DATA MAY2015_Dry Led"
"184829500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184891700004","CGA DATA MAY2015_Community/Wet Led/Local"
"182564100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"134273700004","CGA DATA MAY2015_Community/Wet Led/Local"
"109901200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184892300004","CGA DATA MAY2015_Dry Led"
"184938600004","CGA DATA MAY2015_Community/Wet Led/Local"
"139378900004","CGA DATA MAY2015_Community/Wet Led/Local"
"108840100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184829600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184930900004","CGA DATA MAY2015_Dry Led"
"137307700004","CGA DATA MAY2015_Dry Led"
"141654000004","CGA DATA MAY2015_Community/Wet Led/Local"
"126042400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184938400004","CGA DATA MAY2015_Dry Led"
"184934200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184888800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184987700004","CGA DATA MAY2015_Community/Wet Led/Local"
"129652700004","CGA DATA MAY2015_Community/Wet Led/Local"
"135807800004","CGA DATA MAY2015_Dry Led"
"184939400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184892500004","CGA DATA MAY2015_Community/Wet Led/Local"
"141558400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184937800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184825200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184825300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184824500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184986900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184835900004","CGA DATA MAY2015_Community/Wet Led/Local"
"105548600004","CGA DATA MAY2015_Dry Led"
"184891900004","CGA DATA MAY2015_Dry Led"
"184824100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184882400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184843100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"116924200004","CGA DATA MAY2015_Dry Led"
"184824000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184882600004","CGA DATA MAY2015_Community/Wet Led/Local"
"136343000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184977800004","CGA DATA MAY2015_Dry Led"
"184882900004","CGA DATA MAY2015_Dry Led"
"120270300004","CGA DATA MAY2015_Dry Led"
"105707000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"106954300004","CGA DATA MAY2015_Dry Led"
"184884400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184832200004","CGA DATA MAY2015_Dry Led"
"184895600004","CGA DATA MAY2015_Dry Led"
"184888000004","CGA DATA MAY2015_Community/Wet Led/Local"
"121875900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184935100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184888200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184843300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184937400004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"111134400004","CGA DATA MAY2015_Rural Character"
"124435100004","CGA DATA MAY2015_Community/Wet Led/Local"
"114097900004","CGA DATA MAY2015_Community/Wet Led/Local"
"119276300004","CGA DATA MAY2015_Dry Led"
"129143200004","CGA DATA MAY2015_Dry Led"
"141404200004","CGA DATA MAY2015_Community/Wet Led/Local"
"106192300004","CGA DATA MAY2015_Dry Led"
"184897300004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"122495300004","CGA DATA MAY2015_Dry Led"
"184976700004","CGA DATA MAY2015_Dry Led"
"184941400004","CGA DATA MAY2015_Community/Wet Led/Local"
"132522200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"140789300004","CGA DATA MAY2015_Dry Led"
"184928700004","CGA DATA MAY2015_Dry Led"
"105849900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184929400004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"137332500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184928600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184977000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184977100004","CGA DATA MAY2015_Community/Wet Led/Local"
"181834000004","CGA DATA MAY2015_Dry Led"
"107894100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184941900004","CGA DATA MAY2015_Community/Wet Led/Local"
"137430400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184834400004","CGA DATA MAY2015_Community/Wet Led/Local"
"134524100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184887500004","CGA DATA MAY2015_Dry Led"
"101866600004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"181774000004","CGA DATA MAY2015_Dry Led"
"184933200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184835400004","CGA DATA MAY2015_Dry Led"
"184933300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184631000004","CGA DATA MAY2015_Dry Led"
"184891200004","CGA DATA MAY2015_Dry Led"
"184838300004","CGA DATA MAY2015_Rural Character"
"184986100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184937900004","CGA DATA MAY2015_Dry Led"
"125391600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184985700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184992500004","CGA DATA MAY2015_Dry Led"
"184838500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184937300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184986000004","CGA DATA MAY2015_Dry Led"
"183463500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184946400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184842100004","CGA DATA MAY2015_Community/Wet Led/Local"
"107389700004","CGA DATA MAY2015_Dry Led"
"184895300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184941300004","CGA DATA MAY2015_Dry Led"
"184848200004","CGA DATA MAY2015_Dry Led"
"184946900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184848900004","CGA DATA MAY2015_Dry Led"
"184847000004","CGA DATA MAY2015_Community/Wet Led/Local"
"184846900004","CGA DATA MAY2015_Rural Character"
"184847700004","CGA DATA MAY2015_Dry Led"
"184848100004","CGA DATA MAY2015_Dry Led"
"184848300004","CGA DATA MAY2015_Rural Character"
"183234700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184847400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184930200004","CGA DATA MAY2015_Community/Wet Led/Local"
"110596300004","CGA DATA MAY2015_Community/Wet Led/Local"
"105005200004","CGA DATA MAY2015_Rural Character"
"184899400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184899200004","CGA DATA MAY2015_Dry Led"
"181513800004","CGA DATA MAY2015_Dry Led"
"135778500004","CGA DATA MAY2015_Community/Wet Led/Local"
"130679000004","CGA DATA MAY2015_Dry Led"
"184831500004","CGA DATA MAY2015_Community/Wet Led/Local"
"106425200004","CGA DATA MAY2015_Dry Led"
"184996200004","CGA DATA MAY2015_Community/Wet Led/Local"
"183569400004","CGA DATA MAY2015_Dry Led"
"115081300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184936300004","CGA DATA MAY2015_Community/Wet Led/Local"
"142274800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184934000004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184985400004","CGA DATA MAY2015_Rural Character"
"181953400004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"132622600004","CGA DATA MAY2015_Dry Led"
"184950400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184950500004","CGA DATA MAY2015_Rural Character"
"184902600004","CGA DATA MAY2015_Community/Wet Led/Local"
"132764200004","CGA DATA MAY2015_Dry Led"
"127938500004","CGA DATA MAY2015_Dry Led"
"184852200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184995100004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"124883100004","CGA DATA MAY2015_Community/Wet Led/Local"
"122541100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"123292000004","CGA DATA MAY2015_Rural Character"
"184894500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184941500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100018600177","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184852400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184852800004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"141555500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184846400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184852700004","CGA DATA MAY2015_Community/Wet Led/Local"
"117630500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184852500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184945900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184898900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184941000004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184846700004","CGA DATA MAY2015_Dry Led"
"184992400004","CGA DATA MAY2015_Community/Wet Led/Local"
"133443800004","CGA DATA MAY2015_Dry Led"
"183390000004","CGA DATA MAY2015_Community/Wet Led/Local"
"131030100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184949600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184944300004","CGA DATA MAY2015_Dry Led"
"184950000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"183238900004","CGA DATA MAY2015_Dry Led"
"184949900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184426600004","CGA DATA MAY2015_Community/Wet Led/Local"
"184627200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"122318100004","CGA DATA MAY2015_Community/Wet Led/Local"
"183232600004","CGA DATA MAY2015_Dry Led"
"134775800004","CGA DATA MAY2015_Community/Wet Led/Local"
"184856800004","CGA DATA MAY2015_Community/Wet Led/Local"
"114967800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184940100004","CGA DATA MAY2015_Community/Wet Led/Local"
"115017300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184856700004","CGA DATA MAY2015_Dry Led"
"103667300004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"183588200004","CGA DATA MAY2015_Rural Character"
"180471200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184992200004","CGA DATA MAY2015_Dry Led"
"180150900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184845400004","CGA DATA MAY2015_Community/Wet Led/Local"
"184945100004","CGA DATA MAY2015_Dry Led"
"184898200004","CGA DATA MAY2015_Dry Led"
"138874500004","CGA DATA MAY2015_Community/Wet Led/Local"
"131273200004","CGA DATA MAY2015_Community/Wet Led/Local"
"184948700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"125651900004","CGA DATA MAY2015_Rural Character"
"184949400004","CGA DATA MAY2015_Dry Led"
"120274400004","CGA DATA MAY2015_Dry Led"
"111896900004","CGA DATA MAY2015_Dry Led"
"181819400004","CGA DATA MAY2015_Dry Led"
"116931100004","CGA DATA MAY2015_Dry Led"
"181554500004","CGA DATA MAY2015_Branded Food Pub"
"184856100004","CGA DATA MAY2015_Community/Wet Led/Local"
"184905500004","CGA DATA MAY2015_Community/Wet Led/Local"
"112096700004","CGA DATA MAY2015_Dry Led"
"184949800004","CGA DATA MAY2015_Dry Led"
"182295700004","CGA DATA MAY2015_Community/Wet Led/Local"
"184905900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184998300004","CGA DATA MAY2015_Dry Led"
"184856500004","CGA DATA MAY2015_Community/Wet Led/Local"
"184984900004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184893400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"137193800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"121678000004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"183023400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
