"SkyRefNumber","marketingtag"
"142187100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"128692400004","CGA DATA MAY2015_Registered Sports Club"
"113232100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105999000004","CGA DATA MAY2015_Dry Led"
"100050700067","CGA DATA MAY2015_Community/Wet Led/Local"
"180308300004","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700482","CGA DATA MAY2015_Circuit Bar - Young Persons"
"135799700004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400100877","CGA DATA MAY2015_Community/Wet Led/Local"
"100607100004","CGA DATA MAY2015_Community/Wet Led/Local"
"101092100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105285400004","CGA DATA MAY2015_Community/Wet Led/Local"
"103500000004","CGA DATA MAY2015_Community/Wet Led/Local"
"100051400134","CGA DATA MAY2015_Community/Wet Led/Local"
"100575100004","CGA DATA MAY2015_Community/Wet Led/Local"
"183970800021","CGA DATA MAY2015_Community/Wet Led/Local"
"142012000004","CGA DATA MAY2015_Community/Wet Led/Local"
"133344400004","CGA DATA MAY2015_Dry Led"
"105255100004","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000237","CGA DATA MAY2015_Branded Food Pub"
"100050700425","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700041","CGA DATA MAY2015_Community/Wet Led/Local"
"100041100006","CGA DATA MAY2015_Community/Wet Led/Local"
"100015300116","CGA DATA MAY2015_Dry Led"
"134032900004","CGA DATA MAY2015_Community/Wet Led/Local"
"106792700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"102361700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"118554900004","CGA DATA MAY2015_Other Sports Club"
"100038600201","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000212","CGA DATA MAY2015_Branded Food Pub"
"100203900004","CGA DATA MAY2015_Golf Club"
"124196700004","CGA DATA MAY2015_Registered Sports & Social Club"
"100015300111","CGA DATA MAY2015_Community/Wet Led/Local"
"100899500004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400103525","CGA DATA MAY2015_Community/Wet Led/Local"
"121229300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"134033400004","CGA DATA MAY2015_Community/Wet Led/Local"
"120389400004","CGA DATA MAY2015_Community/Wet Led/Local"
"127652300004","CGA DATA MAY2015_Community/Wet Led/Local"
"105740300004","CGA DATA MAY2015_Community/Wet Led/Local"
"180187900004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"103318300004","CGA DATA MAY2015_Community/Wet Led/Local"
"105647200004","CGA DATA MAY2015_Registered Social club"
"184249100004","CGA DATA MAY2015_Community/Wet Led/Local"
"182857400004","CGA DATA MAY2015_Community/Wet Led/Local"
"100038600181","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100013000763","CGA DATA MAY2015_Community/Wet Led/Local"
"183969400004","CGA DATA MAY2015_Community/Wet Led/Local"
"183133800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100050700173","CGA DATA MAY2015_Community/Wet Led/Local"
"101725400004","CGA DATA MAY2015_Community/Wet Led/Local"
"183991200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100032400440","CGA DATA MAY2015_Community/Wet Led/Local"
"136273500004","CGA DATA MAY2015_Community/Wet Led/Local"
"100032400201","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"122511600004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100057200010","CGA DATA MAY2015_Circuit Bar - Young Persons"
"134238100004","CGA DATA MAY2015_Community/Wet Led/Local"
"120635100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100030100095","CGA DATA MAY2015_Circuit Bar - Young Persons"
"133437700004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100014800037","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100044500118","CGA DATA MAY2015_Community/Wet Led/Local"
"125871300004","CGA DATA MAY2015_Hotel"
"110724700004","CGA DATA MAY2015_Community/Wet Led/Local"
"142327100004","CGA DATA MAY2015_Community/Wet Led/Local"
"183796900004","CGA DATA MAY2015_Community/Wet Led/Local"
"120390200004","CGA DATA MAY2015_Hotel"
"180582700004","CGA DATA MAY2015_Community/Wet Led/Local"
"182800500064","CGA DATA MAY2015_Circuit Bar - Young Persons"
"103159100004","CGA DATA MAY2015_Hotel"
"100018600066","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100054900005","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102018500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100015300096","CGA DATA MAY2015_Circuit Bar - Young Persons"
"101648300004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"140925400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"115778800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100057600021","CGA DATA MAY2015_Community/Wet Led/Local"
"119706400004","CGA DATA MAY2015_Community/Wet Led/Local"
"134515200004","CGA DATA MAY2015_Hotel"
"133899700004","CGA DATA MAY2015_Community/Wet Led/Local"
"104877400004","CGA DATA MAY2015_Registered Sports Club"
"181400100913","CGA DATA MAY2015_Circuit Bar - Young Persons"
"139855200004","CGA DATA MAY2015_Community/Wet Led/Local"
"180780800023","CGA DATA MAY2015_Community/Wet Led/Local"
"180195800004","CGA DATA MAY2015_Community/Wet Led/Local"
"123772900004","CGA DATA MAY2015_Community/Wet Led/Local"
"138011300004","CGA DATA MAY2015_Community/Wet Led/Local"
"124450500004","CGA DATA MAY2015_Community/Wet Led/Local"
"113022700004","CGA DATA MAY2015_Hotel"
"133223400004","CGA DATA MAY2015_Community/Wet Led/Local"
"118927100004","CGA DATA MAY2015_Community/Wet Led/Local"
"106738900004","CGA DATA MAY2015_Community/Wet Led/Local"
"101309100004","CGA DATA MAY2015_Hotel"
"138930900004","CGA DATA MAY2015_Hotel"
"106906300004","CGA DATA MAY2015_Dry Led"
"100028200095","CGA DATA MAY2015_Hotel"
"125336800004","CGA DATA MAY2015_Community/Wet Led/Local"
"105994500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"133209300004","CGA DATA MAY2015_Hotel"
"102752100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105913400004","CGA DATA MAY2015_Community/Wet Led/Local"
"104135800004","CGA DATA MAY2015_Hotel"
"112977500004","CGA DATA MAY2015_Hotel"
"130026000004","CGA DATA MAY2015_Hotel"
"125265200004","CGA DATA MAY2015_Rugby Club"
"102106300004","CGA DATA MAY2015_Golf Club"
"181376200004","CGA DATA MAY2015_Dry Led"
"130927400004","CGA DATA MAY2015_Community/Wet Led/Local"
"127910100004","CGA DATA MAY2015_Community/Wet Led/Local"
"112243600004","CGA DATA MAY2015_Hotel"
"108212900004","CGA DATA MAY2015_Community/Wet Led/Local"
"116335600004","CGA DATA MAY2015_Hotel"
"112344000004","CGA DATA MAY2015_Hotel"
"100329600004","CGA DATA MAY2015_Community/Wet Led/Local"
"102106400004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400100294","CGA DATA MAY2015_Dry Led"
"182769300004","CGA DATA MAY2015_Dry Led"
"100027000105","CGA DATA MAY2015_Circuit Bar - Young Persons"
"184557500004","CGA DATA MAY2015_Golf Club"
"105599000004","CGA DATA MAY2015_Community/Wet Led/Local"
"106080200004","CGA DATA MAY2015_Community/Wet Led/Local"
"139463800004","CGA DATA MAY2015_Community/Wet Led/Local"
"113612200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"106080700004","CGA DATA MAY2015_Community/Wet Led/Local"
"105543900004","CGA DATA MAY2015_Hotel"
"101715500004","CGA DATA MAY2015_Community/Wet Led/Local"
"106081400004","CGA DATA MAY2015_Hotel"
"120767400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100038600042","CGA DATA MAY2015_Community/Wet Led/Local"
"106081800004","CGA DATA MAY2015_Community/Wet Led/Local"
"132996400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"136303500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"118654800004","CGA DATA MAY2015_Registered Social club"
"122243900004","CGA DATA MAY2015_Community/Wet Led/Local"
"101763400004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100062500026","CGA DATA MAY2015_Community/Wet Led/Local"
"182242100004","CGA DATA MAY2015_Political (Registered) Club"
"105557300004","CGA DATA MAY2015_Registered Sports & Social Club"
"104058200004","CGA DATA MAY2015_Community/Wet Led/Local"
"120342800004","CGA DATA MAY2015_Community/Wet Led/Local"
"101007600004","CGA DATA MAY2015_Community/Wet Led/Local"
"102838000004","CGA DATA MAY2015_Community/Wet Led/Local"
"103554400004","CGA DATA MAY2015_Community/Wet Led/Local"
"119968900004","CGA DATA MAY2015_Registered Social club"
"181400100856","CGA DATA MAY2015_Community/Wet Led/Local"
"142285000004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"102087100004","CGA DATA MAY2015_Community/Wet Led/Local"
"103927700004","CGA DATA MAY2015_Community/Wet Led/Local"
"102734100004","CGA DATA MAY2015_Community/Wet Led/Local"
"102909300004","CGA DATA MAY2015_Community/Wet Led/Local"
"184079500004","CGA DATA MAY2015_Community/Wet Led/Local"
"104560800004","CGA DATA MAY2015_Community/Wet Led/Local"
"125710500004","CGA DATA MAY2015_Registered Social club"
"103515600004","CGA DATA MAY2015_Community/Wet Led/Local"
"183040700004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"181445700604","CGA DATA MAY2015_Circuit Bar - Young Persons"
"135792400004","CGA DATA MAY2015_Registered Social club"
"137058900004","CGA DATA MAY2015_Registered Social club"
"139658200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100015300071","CGA DATA MAY2015_Circuit Bar - Young Persons"
"115180300004","CGA DATA MAY2015_Community/Wet Led/Local"
"132858200004","CGA DATA MAY2015_Registered Social club"
"100050700338","CGA DATA MAY2015_Community/Wet Led/Local"
"114695700004","CGA DATA MAY2015_Hotel"
"182501700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000347","CGA DATA MAY2015_Branded Food Pub"
"100050700103","CGA DATA MAY2015_Community/Wet Led/Local"
"100013000408","CGA DATA MAY2015_Branded Food Pub"
"103690000004","CGA DATA MAY2015_Sports/Leisure Centres"
"118858100004","CGA DATA MAY2015_Cricket Club"
"100013000506","CGA DATA MAY2015_Branded Food Pub"
"100012000019","CGA DATA MAY2015_Circuit Bar - Young Persons"
"128718100004","CGA DATA MAY2015_Dry Led"
"100016800066","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"116094800004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100016800418","CGA DATA MAY2015_Circuit Bar - Young Persons"
"119376000004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100016800803","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100016800888","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100388500004","CGA DATA MAY2015_Hotel"
"100036300017","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"115564800004","CGA DATA MAY2015_Dry Led"
"100082600004","CGA DATA MAY2015_Golf Club"
"182243000011","CGA DATA MAY2015_Hotel"
"103697200004","CGA DATA MAY2015_Hotel"
"105537700004","CGA DATA MAY2015_Hotel"
"100010600139","CGA DATA MAY2015_Hotel"
"100010600109","CGA DATA MAY2015_Hotel"
"100051500025","CGA DATA MAY2015_Hotel"
"100051500029","CGA DATA MAY2015_Hotel"
"100697500004","CGA DATA MAY2015_Hotel"
"180178600149","CGA DATA MAY2015_Hotel"
"100061400005","CGA DATA MAY2015_Hotel"
"183002000024","CGA DATA MAY2015_Hotel"
"100013000036","CGA DATA MAY2015_Hotel"
"111852800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100035400123","CGA DATA MAY2015_Hotel"
"127177800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"100016800053","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"121896200004","CGA DATA MAY2015_Hotel"
"104973200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"137819400004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"101587500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100015900013","CGA DATA MAY2015_Hotel"
"121245500004","CGA DATA MAY2015_Sports/Leisure Centres"
"182007800017","CGA DATA MAY2015_Sports/Leisure Centres"
"100027000042","CGA DATA MAY2015_Sports/Leisure Centres"
"100027000039","CGA DATA MAY2015_Sports/Leisure Centres"
"181462500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100016800094","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"112949400004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"142320600004","CGA DATA MAY2015_Registered Sports & Social Club"
"180779500004","CGA DATA MAY2015_Community/Wet Led/Local"
"101310600004","CGA DATA MAY2015_Golf Club"
"137964900004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"142672400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"126013700004","CGA DATA MAY2015_Dry Led"
"105261900004","CGA DATA MAY2015_Golf Club"
"129321200004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"129597300004","CGA DATA MAY2015_Branded Food Pub"
"120198700004","CGA DATA MAY2015_Community/Wet Led/Local"
"105254900004","CGA DATA MAY2015_Community/Wet Led/Local"
"184726300004","CGA DATA MAY2015_Community/Wet Led/Local"
"103908400004","CGA DATA MAY2015_Community/Wet Led/Local"
"135709800004","CGA DATA MAY2015_Community/Wet Led/Local"
"104124000004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"181290200004","CGA DATA MAY2015_Football Club"
"106584300004","CGA DATA MAY2015_Community/Wet Led/Local"
"132555900004","CGA DATA MAY2015_Community/Wet Led/Local"
"124938900004","CGA DATA MAY2015_Community/Wet Led/Local"
"100065100048","CGA DATA MAY2015_Hotel"
"132035400004","CGA DATA MAY2015_Dry Led"
"135604300004","CGA DATA MAY2015_Dry Led"
"141208300004","CGA DATA MAY2015_Community/Wet Led/Local"
"139925900004","CGA DATA MAY2015_Dry Led"
"141295400004","CGA DATA MAY2015_Community/Wet Led/Local"
"100018600471","CGA DATA MAY2015_Branded Food Pub"
"181400102874","CGA DATA MAY2015_Community/Wet Led/Local"
"119154000004","CGA DATA MAY2015_Dry Led"
"102308400004","CGA DATA MAY2015_Sports/Leisure Centres"
"103919300004","CGA DATA MAY2015_Community/Wet Led/Local"
"104190200004","CGA DATA MAY2015_Community/Wet Led/Local"
"110839600004","CGA DATA MAY2015_Community/Wet Led/Local"
"134919300004","CGA DATA MAY2015_Community/Wet Led/Local"
"133366200004","CGA DATA MAY2015_Community/Wet Led/Local"
"100166400004","CGA DATA MAY2015_Sports/Leisure Centres"
"183913800004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"180595400039","CGA DATA MAY2015_Hotel"
"104770800004","CGA DATA MAY2015_Dry Led"
"103148700004","CGA DATA MAY2015_Community/Wet Led/Local"
"112455400004","CGA DATA MAY2015_Community/Wet Led/Local"
"108892400004","CGA DATA MAY2015_Community/Wet Led/Local"
"112455900004","CGA DATA MAY2015_Community/Wet Led/Local"
"125111900004","CGA DATA MAY2015_Dry Led"
"184309800004","CGA DATA MAY2015_Hotel"
"102787200004","CGA DATA MAY2015_Community/Wet Led/Local"
"103324700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"109905500004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"125938600004","CGA DATA MAY2015_Community/Wet Led/Local"
"102409400004","CGA DATA MAY2015_Football Club"
"100499300004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"115854000004","CGA DATA MAY2015_Community/Wet Led/Local"
"103889600004","CGA DATA MAY2015_Dry Led"
"103672000004","CGA DATA MAY2015_Community/Wet Led/Local"
"106439400004","CGA DATA MAY2015_Community/Wet Led/Local"
"128903500004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"119286800004","CGA DATA MAY2015_Other Sports Club"
"100149700004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"125315100004","CGA DATA MAY2015_Registered Social club"
"185132100004","CGA DATA MAY2015_Community/Wet Led/Local"
"103135100004","CGA DATA MAY2015_Community/Wet Led/Local"
"115188600004","CGA DATA MAY2015_Community/Wet Led/Local"
"105314700004","CGA DATA MAY2015_Community/Wet Led/Local"
"117438100004","CGA DATA MAY2015_Branded Food Pub"
"101475900004","CGA DATA MAY2015_Sports/Leisure Centres"
"131009400004","CGA DATA MAY2015_Dry Led"
"116509400004","CGA DATA MAY2015_Community/Wet Led/Local"
"104720800004","CGA DATA MAY2015_Community/Wet Led/Local"
"138457100004","CGA DATA MAY2015_Registered Social club"
"119528500004","CGA DATA MAY2015_Dry Led"
"180877500004","CGA DATA MAY2015_Registered Social club"
"180877500004","CGA DATA MAY2015_Football Club"
"181400103560","CGA DATA MAY2015_Community/Wet Led/Local"
"183943200004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102242","CGA DATA MAY2015_Dry Led"
"109021300004","CGA DATA MAY2015_Dry Led"
"129721300004","CGA DATA MAY2015_Registered Social club"
"107505800004","CGA DATA MAY2015_Community/Wet Led/Local"
"100018600813","CGA DATA MAY2015_Branded Food Pub"
"102034100004","CGA DATA MAY2015_Community/Wet Led/Local"
"115761500004","CGA DATA MAY2015_Dry Led"
"107506200004","CGA DATA MAY2015_Dry Led"
"108836500004","CGA DATA MAY2015_Dry Led"
"105048600004","CGA DATA MAY2015_Community/Wet Led/Local"
"104922100004","CGA DATA MAY2015_Hotel"
"136334100004","CGA DATA MAY2015_Dry Led"
"118716800004","CGA DATA MAY2015_Dry Led"
"107521700004","CGA DATA MAY2015_Community/Wet Led/Local"
"119119000004","CGA DATA MAY2015_Community/Wet Led/Local"
"106576200004","CGA DATA MAY2015_Community/Wet Led/Local"
"121336200004","CGA DATA MAY2015_Rural Character"
"125358200004","CGA DATA MAY2015_Community/Wet Led/Local"
"140940100004","CGA DATA MAY2015_Football Club"
"140940400004","CGA DATA MAY2015_Cricket Club"
"118668100004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"136208600004","CGA DATA MAY2015_Community/Wet Led/Local"
"116739800004","CGA DATA MAY2015_Community/Wet Led/Local"
"105381100004","CGA DATA MAY2015_Community/Wet Led/Local"
"102385300004","CGA DATA MAY2015_Community/Wet Led/Local"
"103902600004","CGA DATA MAY2015_Community/Wet Led/Local"
"182239100004","CGA DATA MAY2015_Community/Wet Led/Local"
"109962800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"110448600004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"126834900004","CGA DATA MAY2015_Hotel"
"109379700004","CGA DATA MAY2015_Hotel"
"181400102248","CGA DATA MAY2015_Hotel"
"136798100004","CGA DATA MAY2015_Registered Sports Club"
"107175400004","CGA DATA MAY2015_Dry Led"
"183833800010","CGA DATA MAY2015_Hotel"
"105724600004","CGA DATA MAY2015_Community/Wet Led/Local"
"100032400563","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"136334400004","CGA DATA MAY2015_Dry Led"
"107522500004","CGA DATA MAY2015_Community/Wet Led/Local"
"101361700004","CGA DATA MAY2015_Community/Wet Led/Local"
"129935300004","CGA DATA MAY2015_Community/Wet Led/Local"
"123808800004","CGA DATA MAY2015_Holiday"
"141858900004","CGA DATA MAY2015_Community/Wet Led/Local"
"130132600004","CGA DATA MAY2015_Cricket Club"
"107094600004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"132607100004","CGA DATA MAY2015_Political (Registered) Club"
"132956700004","CGA DATA MAY2015_Community/Wet Led/Local"
"136334800004","CGA DATA MAY2015_Rural Character"
"115963100004","CGA DATA MAY2015_Dry Led"
"183861300004","CGA DATA MAY2015_Community/Wet Led/Local"
"111452400004","CGA DATA MAY2015_Dry Led"
"112032400004","CGA DATA MAY2015_Community/Wet Led/Local"
"132145800004","CGA DATA MAY2015_Community/Wet Led/Local"
"183131100004","CGA DATA MAY2015_Dry Led"
"104083500004","CGA DATA MAY2015_Community/Wet Led/Local"
"123810000004","CGA DATA MAY2015_Holiday"
"132146100004","CGA DATA MAY2015_Dry Led"
"181400102233","CGA DATA MAY2015_Community/Wet Led/Local"
"118354200004","CGA DATA MAY2015_Dry Led"
"107427100004","CGA DATA MAY2015_Other Sports Club"
"181400102236","CGA DATA MAY2015_Community/Wet Led/Local"
"100223600004","CGA DATA MAY2015_Community/Wet Led/Local"
"121352000004","CGA DATA MAY2015_Football Club"
"111727000004","CGA DATA MAY2015_Registered Social club"
"117899000004","CGA DATA MAY2015_Community/Wet Led/Local"
"121560000004","CGA DATA MAY2015_Community/Wet Led/Local"
"104234400004","CGA DATA MAY2015_Community/Wet Led/Local"
"182391100004","CGA DATA MAY2015_Dry Led"
"132846100004","CGA DATA MAY2015_Cricket Club"
"121302300004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"136001400004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"136067700004","CGA DATA MAY2015_Football Club"
"100011700067","CGA DATA MAY2015_Hotel"
"121354000004","CGA DATA MAY2015_Community/Wet Led/Local"
"118041100004","CGA DATA MAY2015_Dry Led"
"125672600004","CGA DATA MAY2015_Dry Led"
"100744400004","CGA DATA MAY2015_Golf Club"
"110236200004","CGA DATA MAY2015_Registered Social club"
"127371800004","CGA DATA MAY2015_Dry Led"
"121488400004","CGA DATA MAY2015_Dry Led"
"137808600004","CGA DATA MAY2015_Community/Wet Led/Local"
"132846100004","CGA DATA MAY2015_Political (Registered) Club"
"100049200022","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"103468200004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"184816700004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"130769300004","CGA DATA MAY2015_Community/Wet Led/Local"
"102788400004","CGA DATA MAY2015_Community/Wet Led/Local"
"100386700004","CGA DATA MAY2015_Community/Wet Led/Local"
"136403800004","CGA DATA MAY2015_Dry Led"
"130226600004","CGA DATA MAY2015_Hotel"
"132888200004","CGA DATA MAY2015_Dry Led"
"135078400004","CGA DATA MAY2015_Community/Wet Led/Local"
"105875400004","CGA DATA MAY2015_Community/Wet Led/Local"
"132690100004","CGA DATA MAY2015_Dry Led"
"103639800004","CGA DATA MAY2015_Community/Wet Led/Local"
"131795700004","CGA DATA MAY2015_Hotel"
"134514400004","CGA DATA MAY2015_Rural Character"
"103270500004","CGA DATA MAY2015_Community/Wet Led/Local"
"130525800004","CGA DATA MAY2015_Hotel"
"128298800004","CGA DATA MAY2015_Other Sports Club"
"116873200004","CGA DATA MAY2015_Registered Sports & Social Club"
"180142800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"138526700004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"101429700004","CGA DATA MAY2015_Community/Wet Led/Local"
"182864900004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"116674800004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"184549800004","CGA DATA MAY2015_Community/Wet Led/Local"
"104747400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"141822400004","CGA DATA MAY2015_Other Sports Club"
"125012900004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"105166100004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100041100015","CGA DATA MAY2015_Circuit Bar - Young Persons"
"140153000004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"104563500004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"102746900004","CGA DATA MAY2015_Community/Wet Led/Local"
"104853700004","CGA DATA MAY2015_Registered Social club"
"100021400025","CGA DATA MAY2015_Community/Wet Led/Local"
"100030100038","CGA DATA MAY2015_Dry Led"
"180033600004","CGA DATA MAY2015_Community/Wet Led/Local"
"180957400021","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"100050700138","CGA DATA MAY2015_Community/Wet Led/Local"
"105052900004","CGA DATA MAY2015_Golf Club"
"140790700004","CGA DATA MAY2015_Community/Wet Led/Local"
"103851400004","CGA DATA MAY2015_Cricket Club"
"115867700004","CGA DATA MAY2015_Community/Wet Led/Local"
"100032400559","CGA DATA MAY2015_Circuit Bar - Young Persons"
"180838900021","CGA DATA MAY2015_Community/Wet Led/Local"
"136659100004","CGA DATA MAY2015_Community/Wet Led/Local"
"105069600004","CGA DATA MAY2015_Community/Wet Led/Local"
"117464600004","CGA DATA MAY2015_Hotel"
"182893100004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"100691600004","CGA DATA MAY2015_Political (Registered) Club"
"120495500004","CGA DATA MAY2015_Community/Wet Led/Local"
"105438700004","CGA DATA MAY2015_Other Registered Working Mens Type Club"
"102437900004","CGA DATA MAY2015_Community/Wet Led/Local"
"105429300004","CGA DATA MAY2015_Community/Wet Led/Local"
"180126800004","CGA DATA MAY2015_Rugby Club"
"140154400004","CGA DATA MAY2015_Registered Social club"
"109525100004","CGA DATA MAY2015_Community/Wet Led/Local"
"100025800117","CGA DATA MAY2015_Community/Wet Led/Local"
"184711800004","CGA DATA MAY2015_Golf Club"
"131944000004","CGA DATA MAY2015_Community/Wet Led/Local"
"102441200004","CGA DATA MAY2015_Registered Social club"
"129606200004","CGA DATA MAY2015_Registered Social club"
"105213500004","CGA DATA MAY2015_Branded Food Pub"
"181228700004","CGA DATA MAY2015_Community/Wet Led/Local"
"111346200004","CGA DATA MAY2015_Community/Wet Led/Local"
"139973000004","CGA DATA MAY2015_Community/Wet Led/Local"
"137184000004","CGA DATA MAY2015_Cricket Club"
"183507500245","CGA DATA MAY2015_Circuit Bar - Young Persons"
"140847000004","CGA DATA MAY2015_Registered Sports Club"
"105983400004","CGA DATA MAY2015_Community/Wet Led/Local"
"102156700004","CGA DATA MAY2015_Community/Wet Led/Local"
"104369200004","CGA DATA MAY2015_Community/Wet Led/Local"
"101043900004","CGA DATA MAY2015_Holiday"
"130756500004","CGA DATA MAY2015_Community/Wet Led/Local"
"181447500004","CGA DATA MAY2015_Community/Wet Led/Local"
"185053600004","CGA DATA MAY2015_Community/Wet Led/Local"
"126906600004","CGA DATA MAY2015_Football Club"
"181975100004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102769","CGA DATA MAY2015_Community/Wet Led/Local"
"184749300004","CGA DATA MAY2015_Dry Led"
"132075000004","CGA DATA MAY2015_Registered Social club"
"115906500004","CGA DATA MAY2015_Registered Sports Club"
"182856800004","CGA DATA MAY2015_Community/Wet Led/Local"
"181400102773","CGA DATA MAY2015_Community/Wet Led/Local"
"138173000004","CGA DATA MAY2015_Cricket Club"
"180975600004","CGA DATA MAY2015_Rural Character"
"109186500004","CGA DATA MAY2015_Community/Wet Led/Local"
"133993100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"139738700004","CGA DATA MAY2015_Hotel"
"125544800004","CGA DATA MAY2015_Dry Led"
"117810100004","CGA DATA MAY2015_Community/Wet Led/Local"
"139544900004","CGA DATA MAY2015_Community/Wet Led/Local"
"130492900004","CGA DATA MAY2015_Hotel"
"110558100004","CGA DATA MAY2015_Rural Character"
"107473400004","CGA DATA MAY2015_Dry Led"
"105882100004","CGA DATA MAY2015_Rural Character"
"138058100004","CGA DATA MAY2015_All Other Registered Clubs/Community Halls"
"134786900004","CGA DATA MAY2015_Community/Wet Led/Local"
"141706100004","CGA DATA MAY2015_Community/Wet Led/Local"
"100022500263","CGA DATA MAY2015_Community/Wet Led/Local"
"134928400004","CGA DATA MAY2015_Circuit Bar - Young Persons"
"100038700054","CGA DATA MAY2015_Community/Wet Led/Local"
"126832400004","CGA DATA MAY2015_Circuit Bar - Traditional Town"
"136364400004","CGA DATA MAY2015_Community/Wet Led/Local"
"129192000004","CGA DATA MAY2015_Dry Led"
"116938000004","CGA DATA MAY2015_Community/Wet Led/Local"
