180473900004,8750,,,01/08/2016,,,,,,5751,8750,,N,Price Review 2016
180541400004,10500,,,01/08/2016,,,,,,5751,7451,10500,N,Price Review 2016
180546400004,49000,,,01/08/2016,,,,,,11901,15001,49000,N,Price Review 2016
180580500004,15900,,,01/08/2016,,,,,,15900,,,N,Price Review 2016
180581900004,21500,,,01/08/2016,,,,,,5751,7451,21500,N,Price Review 2016
180784800004,8500,,,01/08/2016,,,,,,8500,,,N,Price Review 2016
180844300004,7500,,,01/08/2016,,,,,,7500,,,N,Price Review 2016
181159800004,27000,,,01/08/2016,,,,,,11901,15001,27000,N,Price Review 2016
181186300004,42000,,,01/08/2016,,,,,,42000,,,N,Price Review 2016
181213500004,9000,,,01/08/2016,,,,,,9000,,,N,Price Review 2016
181360400004,21000,,,01/08/2016,,,,,,21000,,,N,Price Review 2016
181442100004,30000,,,01/08/2016,,,,,,30000,,,N,Price Review 2016
181491600004,44200,,,01/08/2016,,,,,,7451,9301,44200,N,Price Review 2016
181520200004,8500,,,01/08/2016,,,,,,8500,,,N,Price Review 2016
181626700004,8850,,,01/08/2016,,,,,,8850,,,N,Price Review 2016
181933800004,21000,,,01/08/2016,,,,,,21000,,,N,Price Review 2016
181937000004,6000,,,01/08/2016,,,,,,4301,6000,,N,Price Review 2016
181952100004,25800,,,01/08/2016,,,,,,9301,11901,25800,N,Price Review 2016
182006900004,65000,,,01/08/2016,,,,,,2751,4301,65000,N,Price Review 2016
182100500004,2600,,,01/08/2016,,,,,,2600,,,N,Price Review 2016
182135800004,24300,,,01/08/2016,,,,,,9301,11901,24300,N,Price Review 2016
182137200004,5500,,,01/08/2016,,,,,,5500,,,N,Price Review 2016
182192100004,11200,,,01/08/2016,,,,,,11200,,,N,Price Review 2016
182276500004,17100,,,01/08/2016,,,,,,17100,,,N,Price Review 2016
182301300004,37500,,,01/08/2016,,,,,,11901,15001,37500,N,Price Review 2016
182351600004,9500,,,01/08/2016,,,,,,4301,5751,9500,N,Price Review 2016
182392400004,11500,,,01/08/2016,,,,,,11500,,,N,Price Review 2016
182397300004,38700,,,01/08/2016,,,,,,38700,,,N,Price Review 2016
182526200004,8200,,,01/08/2016,,,,,,8200,,,N,Price Review 2016
182541600004,64000,,,01/08/2016,,,,,,19301,25001,64000,N,Price Review 2016
182544200004,72000,,,01/08/2016,,,,,,42001,52001,72000,N,Price Review 2016
182563500004,183500,,,01/08/2016,,,,,,183500,,,N,Price Review 2016
182575200004,38500,,,01/08/2016,,,,,,38500,,,N,Price Review 2016
182585200004,999999,,,01/08/2016,,,,,,4301,999999,,N,Price Review 2016
182623000004,100000,,,01/08/2016,,,,,,100000,,,N,Price Review 2016
182650900004,18000,,,01/08/2016,,,,,,18000,,,N,Price Review 2016
182668300004,18000,,,01/08/2016,,,,,,18000,,,N,Price Review 2016
182699100004,7500,,,01/08/2016,,,,,,7500,,,N,Price Review 2016
182707000004,9500,,,01/08/2016,,,,,,9500,,,N,Price Review 2016
182710700004,66550,,,01/08/2016,,,,,,4301,5751,66550,N,Price Review 2016
182717400004,3650,,,01/08/2016,,,,,,3650,,,N,Price Review 2016
182734000004,5750,,,01/08/2016,,,,,,5750,,,N,Price Review 2016
182745400004,11500,,,01/08/2016,,,,,,11500,,,N,Price Review 2016
182779500004,7800,,,01/08/2016,,,,,,7800,,,N,Price Review 2016
182782300004,6000,,,01/08/2016,,,,,,6000,,,N,Price Review 2016
182790600004,76000,,,01/08/2016,,,,,,76000,,,N,Price Review 2016
