billingsubaccount,outletsubaccount,agreementid,chargeableid,offercode,overrideprice,effectivedate
142200500003,142200500004,00000000000000666517_00000001379337307994_00223,00000000000000672955_00000001380190245574_00100,RUK_STA_GEN_O  ,63.00,01/08/2016
180133700003,180133700004,00000000000000201645_00000001311336329066_00109,00000000000000670456_00000001379846273283_00311,RUK_ALC_GEN_O  ,63.00,01/08/2016
180179500003,180179500006,00000000000000206943_00000001312373679493_00188,00000000000000672715_00000001380102886753_00056,RUK_ALC_GEN_O  ,63.00,01/08/2016
180328500003,180328500004,00000000000000227459_00000001316085184188_00218,00000000000000671702_00000001380010663203_00021,RUK_ALC_GEN_O  ,63.00,01/08/2016
180515500003,180515500004,00000000000000271590_00000001323967750091_00179,00000000000000667807_00000001379604554475_01511,RUK_ALC_GEN_O  ,63.00,01/08/2016
180740300003,180740300004,00000000000000297748_00000001328283073437_00161,00000000000000692793_00000001383128926717_00039,RUK_ALC_GEN_O  ,63.00,01/08/2016
181253700003,181253700004,00000000000000377654_00000001340102669875_00080,00000000000000668447_00000001379606141144_01122,RUK_ALC_GEN_O  ,63.00,01/08/2016
181469400003,181469400004,00000000000000423731_00000001346151659658_00053,00000000000000670515_00000001379846368306_00293,RUK_ALC_GEN_O  ,63.00,01/08/2016
181487000003,181487000004,00000000000000666561_00000001379337313052_00112,00000000000000670146_00000001379870554979_00632,RUK_STA_GEN_O  ,63.00,01/08/2016
181903100003,181903100004,00000000000000681536_00000001381740037361_00205,00000000000000681319_00000001381745323763_00107,RUK_STA_GEN_O  ,63.00,01/08/2016
182208900003,182208900004,00000000000000502792_00000001357831513081_00248,00000000000000668076_00000001379607711923_01539,RUK_ALC_GEN_O  ,63.00,01/08/2016
182239900003,182239900004,00000000000000666598_00000001379326619618_00013,00000000000000673528_00000001380190510703_00077,RUK_STA_GEN_O  ,63.00,01/08/2016
182343400003,182343400004,00000000000000534708_00000001361984866186_00159,00000000000000711564_00000001385393337609_00132,RUK_ALC_GEN_O  ,63.00,01/08/2016
182723100003,182723100004,00000000000000657501_00000001378117295798_00002,00000000000000692739_00000001383128166861_00054,RUK_ALC_GEN_O  ,63.00,01/08/2016
182905800003,182905800004,00000000000000666658_00000001379338646477_00236,00000000000000672967_00000001380224289159_00573,RUK_STA_GEN_O  ,63.00,01/08/2016
182989800003,182989800004,00000000000000665949_00000001379338668110_00581,00000000000000672990_00000001380229639255_00786,RUK_STA_GEN_O  ,63.00,01/08/2016
100664400003,100664400004,00000000000000330569_00000001333007031495_00001,00000000000000670173_00000001379855644789_00399,RUK_ALC_GEN_O  ,63.58,01/08/2016
100094400003,100094400004,00000000000000665971_00000001379337311922_00294,00000000000000667807_00000001379598189921_01233,RUK_STA_GEN_O  ,65.63,01/08/2016
100110400003,100110400004,00000000000000793226_00000001395678083943_00195,00000000000000793470_00000001395678196770_00120,RUK_STA_GEN_O  ,65.63,01/08/2016
100286800003,100286800004,MIGPRD00000000433918_00000008060041519190_45590,00000000000000671683_00000001380009787645_00052,RUK_ALC_GEN_O  ,65.63,01/08/2016
100658000003,100658000004,00000000000000818590_00000001399463409898_00098,00000000000000819774_00000001399649921458_00190,RUK_STA_GEN_O  ,65.63,01/08/2016
100696400003,100696400004,00000000000000860345_00000001405345913346_00107,00000000000000860559_00000001405347130269_00242,RUK_STA_GEN_O  ,65.63,01/08/2016
100819500003,100819500004,MIGPRD00000000439245_00000008060041902899_38002,00000000000000818262_00000001399454194976_00612,RUK_ALC_GEN_O  ,65.63,01/08/2016
101131100003,101131100004,00000000000000317886_00000001331207543524_00144,00000000000000698104_00000001383729739524_00001,RUK_ALC_GEN_O  ,65.63,01/08/2016
101274500003,101274500004,MIGPRD00000000443795_00000008060042017015_49849,00000000000000673365_00000001380215834535_00364,RUK_ALC_GEN_O  ,65.63,01/08/2016
101500700003,101500700004,00000000000000315804_00000001330973247132_00133,00000000000000668015_00000001379519502684_00423,RUK_ALC_GEN_O  ,65.63,01/08/2016
101874600003,101874600004,00000000000000349043_00000001335955942019_00168,00000000000000670189_00000001379844526763_00154,RUK_ALC_GEN_O  ,65.63,01/08/2016
102354900003,102354900004,MIGPRD00000000454599_00000008060042137472_35463,00000000000000672964_00000001380186205686_00021,RUK_ALC_GEN_O  ,65.63,01/08/2016
103046600003,103046600004,MIGPRD00000000461516_00000008060041520851_69967,00000000000001162006_00000001438765759506_00108,RUK_ALC_GEN_O  ,65.63,01/08/2016
103074300003,103074300004,MIGPRD00000000461793_00000008060041949860_96557,00000000000000667803_00000001379520375064_00582,RUK_ALC_GEN_O  ,65.63,01/08/2016
103111800003,103111800004,00000000000000315644_00000001330962255713_00150,00000000000000671659_00000001380010134136_00030,RUK_ALC_GEN_O  ,65.63,01/08/2016
103521000003,103521000004,00000000000000682161_00000001381823650159_00051,00000000000000682206_00000001381837418113_00055,RUK_STA_GEN_O  ,65.63,01/08/2016
103703600003,103703600004,MIGPRD00000000468086_00000008060041750674_71007,00000000000000670180_00000001379856604270_00396,RUK_ALC_GEN_O  ,65.63,01/08/2016
103825200003,103825200004,MIGPRD00000000469302_00000008060041609690_86041,00000000000000673379_00000001380186555261_00062,RUK_ALC_GEN_O  ,65.63,01/08/2016
104175800003,104175800004,00000000000000730697_00000001387795501610_00080,00000000000000922619_00000001413992125449_00391,RUK_ALC_GEN_O  ,65.63,01/08/2016
104195400003,104195400004,MIGPRD00000000473004_00000008060041617036_18604,00000000000000673026_00000001380186589252_00032,RUK_ALC_GEN_O  ,65.63,01/08/2016
104234800003,104234800004,00000000000000318510_00000001331303023500_00169,00000000000000672997_00000001380186672204_00082,RUK_ALC_GEN_O  ,65.63,01/08/2016
104877600003,104877600004,00000000000000320053_00000001331564434370_00052,00000000000000668185_00000001379521516688_00283,RUK_ALC_GEN_O  ,65.63,01/08/2016
104996300003,104996300004,MIGPRD00000000481013_00000008060041782911_60968,00000000000000672476_00000001380102567810_00029,RUK_ALC_GEN_O  ,65.63,01/08/2016
105492200003,105492200004,MIGPRD00000000485972_00000008060041663160_06174,00000000000000792827_00000001395596905606_00109,RUK_ALC_GEN_O  ,65.63,01/08/2016
105918900003,105918900004,00000000000000322891_00000001331889301408_00056,00000000000000673340_00000001380279989169_00384,RUK_ALC_GEN_O  ,65.63,01/08/2016
120263900003,120263900004,00000000000000328264_00000001332759863764_00147,00000000000000667743_00000001379522211411_00412,RUK_ALC_GEN_O  ,65.63,01/08/2016
135396200003,135396200004,00000000000000666184_00000001379337305197_00206,00000000000000672996_00000001380389012329_00989,RUK_STA_GEN_O  ,65.63,01/08/2016
180546800003,180546800004,00000000000000289329_00000001326969454130_00077,00000000000000669670_00000001379774398320_00178,RUK_ALC_GEN_O  ,65.63,01/08/2016
180837700003,180837700004,00000000000000316253_00000001331028492792_00119,00000000000000732615_00000001388067350677_00054,RUK_ALC_GEN_O  ,65.63,01/08/2016
182179400003,182179400004,00000000000000490339_00000001355922644923_00158,00000000000000668154_00000001379523122680_00475,RUK_ALC_GEN_O  ,65.63,01/08/2016
182737400003,182737400004,00000000000000633455_00000001375104450845_00076,00000000000000704047_00000001384442432017_00134,RUK_ALC_GEN_O  ,65.63,01/08/2016
182874200003,182874200004,00000000000000666155_00000001379326624157_00172,00000000000000672955_00000001380397443267_01504,RUK_STA_GEN_O  ,65.63,01/08/2016
182877400003,182877400004,00000000000000666561_00000001379326624664_00031,00000000000000673298_00000001380398442796_02167,RUK_STA_GEN_O  ,65.63,01/08/2016
182891800003,182891800004,00000000000000666517_00000001379325562801_00025,00000000000000673305_00000001380399559218_01352,RUK_STA_GEN_O  ,65.63,01/08/2016
182944200003,182944200004,00000000000000666693_00000001379326635100_00055,00000000000000673305_00000001380402608206_01461,RUK_STA_GEN_O  ,65.63,01/08/2016
182972600003,182972600004,00000000000000666517_00000001379325563633_00031,00000000000000673284_00000001380403402966_01000,RUK_STA_GEN_O  ,65.63,01/08/2016
182998000003,182998000004,00000000000000666136_00000001379325563968_00155,00000000000000673298_00000001380404204426_02355,RUK_STA_GEN_O  ,65.63,01/08/2016
101263600003,101263600004,MIGPRD00000000443686_00000008060041299509_39267,00000000000000673945_00000001380620102553_00147,RUK_ALC_GEN_O  ,68.12,01/08/2016
182944900003,182944900004,00000000000000666088_00000001379338657780_00382,00000000000000673291_00000001380390741753_01009,RUK_STA_GEN_O  ,68.12,01/08/2016
101119200003,101119200004,MIGPRD00000000442242_00000008060041997083_04385,00000000000000668342_00000001379591205350_00966,RUK_ALC_GEN_O  ,68.25,01/08/2016
182917000003,182917000004,00000000000000665949_00000001379338648166_00461,00000000000000672967_00000001380227353334_00673,RUK_STA_GEN_O  ,68.25,01/08/2016
100672200003,100672200004,MIGPRD00000000437770_00000008060041538026_94874,00000000000000671926_00000001380019794032_00045,RUK_ALC_GEN_O  ,70.00,01/08/2016
100720200003,100720200004,00000000000000666460_00000001379337314046_00272,00000000000000667813_00000001379598360466_01227,RUK_STA_GEN_O  ,70.00,01/08/2016
101201500003,101201500004,00000000000000315719_00000001330948637971_00040,00000000000000668035_00000001379519154697_00275,RUK_ALC_GEN_O  ,70.00,01/08/2016
101810400003,101810400004,00000000000000666155_00000001379337314121_00238,00000000000000667803_00000001379598661152_01408,RUK_STA_GEN_O  ,70.00,01/08/2016
103220100003,103220100004,00000000000000635829_00000001375354929336_00223,00000000000000669835_00000001379782840221_00565,RUK_ALC_GEN_O  ,70.00,01/08/2016
103476000003,103476000004,00000000000000673445_00000001380297054854_01708,00000000000000672880_00000001380314216528_00918,RUK_STA_GEN_O  ,70.00,01/08/2016
104114100003,104114100004,00000000000000666460_00000001379337332625_00320,00000000000000672974_00000001380384121532_00620,RUK_STA_GEN_O  ,70.00,01/08/2016
104835600003,104835600004,MIGPRD00000000479406_00000008060041317993_05397,00000000000000922649_00000001413991991332_00309,RUK_ALC_GEN_O  ,70.00,01/08/2016
105371500003,105371500004,00000000000000542657_00000001363000694652_00131,00000000000000668020_00000001379521846382_00384,RUK_ALC_GEN_O  ,70.00,01/08/2016
105630500003,105630500004,MIGPRD00000000487355_00000008060041548764_35200,00000000000000667793_00000001379522106919_00659,RUK_ALC_GEN_O  ,70.00,01/08/2016
181322100003,181322100004,00000000000000666269_00000001379326618816_00080,00000000000000672955_00000001380391607265_01267,RUK_STA_GEN_O  ,70.00,01/08/2016
181363000003,181363000004,00000000000000402610_00000001343388018373_00078,00000000000000669526_00000001379782370476_00425,RUK_ALC_GEN_O  ,70.00,01/08/2016
181901300003,181901300004,00000000000000442245_00000001348567527672_00103,00000000000000668303_00000001379523097842_00521,RUK_ALC_GEN_O  ,70.00,01/08/2016
182457100003,182457100004,00000000000000566713_00000001366037497753_00079,00000000000000726565_00000001387296815716_00107,RUK_ALC_GEN_O  ,70.00,01/08/2016
182797700003,182797700004,00000000000000666104_00000001379326621090_00098,00000000000000673298_00000001380394939042_02099,RUK_STA_GEN_O  ,70.00,01/08/2016
100266200003,100266200004,00000000000000666460_00000001379337328332_00314,00000000000000672955_00000001380225047335_00421,RUK_STA_GEN_O  ,70.35,01/08/2016
100284900003,100284900004,MIGPRD00000000433899_00000008060041677293_43758,00000000000000669468_00000001379782445810_00643,RUK_ALC_GEN_O  ,70.35,01/08/2016
100298500003,100298500004,MIGPRD00000000434035_00000008060042080197_56306,00000000000000673917_00000001380619086094_00068,RUK_ALC_GEN_O  ,70.35,01/08/2016
100443000003,100443000004,MIGPRD00000000435480_00000008060041243628_81003,00000000000000669724_00000001379782496015_00639,RUK_ALC_GEN_O  ,70.35,01/08/2016
100563600003,100563600004,MIGPRD00000000436686_00000008060042008953_91903,00000000000000792792_00000001395597306918_00081,RUK_ALC_GEN_O  ,70.35,01/08/2016
100676500003,100676500004,MIGPRD00000000437815_00000008060041704662_99396,00000000000000669835_00000001379782551722_00533,RUK_ALC_GEN_O  ,70.35,01/08/2016
100767900003,100767900004,MIGPRD00000000438729_00000008060041957863_89581,00000000000000672974_00000001380278995164_00180,RUK_ALC_GEN_O  ,70.35,01/08/2016
100907500003,100907500004,MIGPRD00000000440125_00000008060041517923_18167,00000000000000667743_00000001379590613594_00928,RUK_ALC_GEN_O  ,70.35,01/08/2016
100930000003,100930000004,MIGPRD00000000440350_00000008060042065740_38799,00000000000000667807_00000001379590794814_00907,RUK_ALC_GEN_O  ,70.35,01/08/2016
101254300003,101254300004,MIGPRD00000000443593_00000008060042044772_30949,00000000000000792591_00000001395590397199_00041,RUK_ALC_GEN_O  ,70.35,01/08/2016
101454400003,101454400004,MIGPRD00000000445594_00000008060041414202_18590,00000000000000711778_00000001385385188168_00097,RUK_ALC_GEN_O  ,70.35,01/08/2016
101489500003,101489500004,MIGPRD00000000445946_00000008060041650914_49177,00000000000000671659_00000001380010114771_00022,RUK_ALC_GEN_O  ,70.35,01/08/2016
101504900003,101504900004,00000000000000673088_00000001380552311889_00263,00000000000000673953_00000001380616766063_00035,RUK_STA_GEN_O  ,70.35,01/08/2016
101691800003,101691800004,00000000000000666524_00000001379337317104_00184,00000000000000670191_00000001379866251115_00471,RUK_STA_GEN_O  ,70.35,01/08/2016
101789500003,101789500004,00000000000000672900_00000001380297054713_00968,00000000000000673298_00000001380313251718_01351,RUK_STA_GEN_O  ,70.35,01/08/2016
101939600003,101939600004,MIGPRD00000000450446_00000008060041978521_60241,00000000000000673349_00000001380185996153_00078,RUK_ALC_GEN_O  ,70.35,01/08/2016
102043500003,102043500004,MIGPRD00000000451485_00000008060041774022_59091,00000000000000668218_00000001379509542810_00115,RUK_ALC_GEN_O  ,70.35,01/08/2016
102166100003,102166100004,00000000000001162702_00000001438876522093_00408,00000000000001374551_00000001460807994067_00185,RUK_ALC_GEN_O  ,70.35,01/08/2016
102287100003,102287100004,00000000000000666088_00000001379337332296_00277,00000000000000672964_00000001380225343554_00576,RUK_STA_GEN_O  ,70.35,01/08/2016
102326500003,102326500004,00000000000000673512_00000001380297052114_00391,00000000000000673528_00000001380313892123_01034,RUK_STA_GEN_O  ,70.35,01/08/2016
102329600003,102329600004,MIGPRD00000000454346_00000008060041242068_11706,00000000000000668035_00000001379509570642_00079,RUK_ALC_GEN_O  ,70.35,01/08/2016
102438200003,102438200004,MIGPRD00000000455432_00000008060042124207_12417,00000000000000703157_00000001384342096190_00102,RUK_ALC_GEN_O  ,70.35,01/08/2016
102571100003,102571100004,00000000000000665970_00000001379337318056_00320,00000000000000670180_00000001379866653995_00484,RUK_STA_GEN_O  ,70.35,01/08/2016
103135100003,103135100004,MIGPRD00000000462401_00000008060041549445_55543,00000000000000671672_00000001380010503400_00070,RUK_ALC_GEN_O  ,70.35,01/08/2016
103604900003,103604900004,00000000000000666299_00000001379337324378_00276,00000000000000670456_00000001379856428553_00467,RUK_STA_GEN_O  ,70.35,01/08/2016
103632600003,103632600004,00000000000000673270_00000001380467057896_01052,00000000000000672996_00000001380469014095_01486,RUK_STA_GEN_O  ,70.35,01/08/2016
104467100003,104467100004,00000000000000673006_00000001380297052858_00329,00000000000000673305_00000001380314733441_00456,RUK_STA_GEN_O  ,70.35,01/08/2016
104722200003,104722200004,MIGPRD00000000478272_00000008060041387694_98694,00000000000000670180_00000001379845014799_00232,RUK_ALC_GEN_O  ,70.35,01/08/2016
105372500003,105372500004,00000000000000666288_00000001379337331045_00310,00000000000000672955_00000001380226097607_00581,RUK_STA_GEN_O  ,70.35,01/08/2016
105386400003,105386400004,00000000000000673302_00000001380297053295_00126,00000000000000673298_00000001380315011182_01423,RUK_STA_GEN_O  ,70.35,01/08/2016
105412600003,105412600004,MIGPRD00000000485176_00000008060041581234_32059,00000000000000668447_00000001379598367022_00855,RUK_ALC_GEN_O  ,70.35,01/08/2016
105607700003,105607700004,MIGPRD00000000487127_00000008060041878841_15470,00000000000000668010_00000001379599078922_00758,RUK_ALC_GEN_O  ,70.35,01/08/2016
105721300003,105721300004,00000000000000666296_00000001379337331326_00239,00000000000000672955_00000001380226122656_00601,RUK_STA_GEN_O  ,70.35,01/08/2016
105775100003,105775100004,MIGPRD00000000488801_00000008060041547304_59168,00000000000000667807_00000001379599412797_01293,RUK_ALC_GEN_O  ,70.35,01/08/2016
105909300003,105909300004,00000000000000666146_00000001379337332365_00191,00000000000000672978_00000001380226173472_00676,RUK_STA_GEN_O  ,70.35,01/08/2016
105994500003,105994500004,MIGPRD00000000490995_00000008060041935060_61568,00000000000000670515_00000001379857529692_00445,RUK_ALC_GEN_O  ,70.35,01/08/2016
137372800003,137372800004,00000000000000666088_00000001379325560568_00180,00000000000000672233_00000001380113312491_00238,RUK_STA_GEN_O  ,70.35,01/08/2016
138892200003,138892200004,00000000000000666288_00000001379337306253_00238,00000000000000673305_00000001380190457092_00150,RUK_STA_GEN_O  ,70.35,01/08/2016
140174200003,140174200004,00000000000000402222_00000001343395052110_00220,00000000000000670494_00000001379845278296_00179,RUK_ALC_GEN_O  ,70.35,01/08/2016
141817600003,141817600004,00000000000000665949_00000001379326634373_00263,00000000000000673349_00000001380190073121_00110,RUK_STA_GEN_O  ,70.35,01/08/2016
180897800003,180897800004,00000000000000666069_00000001379337326567_00226,00000000000000673309_00000001380226252478_00827,RUK_STA_GEN_O  ,70.35,01/08/2016
181160000003,181160000004,00000000000000673023_00000001380297053740_00608,00000000000000673563_00000001380315483850_00944,RUK_STA_GEN_O  ,70.35,01/08/2016
181286400003,181286400004,00000000000000385037_00000001341056224820_00240,00000000000000673305_00000001380551876827_01895,RUK_ALC_GEN_O  ,70.35,01/08/2016
181347800003,181347800004,00000000000000399207_00000001343054640336_00089,00000000000000672996_00000001380551970282_01743,RUK_ALC_GEN_O  ,70.35,01/08/2016
181503700003,181503700004,00000000000000437064_00000001347876275396_00215,00000000000000668447_00000001379606880453_01155,RUK_ALC_GEN_O  ,70.35,01/08/2016
182652000003,182652000004,00000000000000612579_00000001372155431744_00093,00000000000000671702_00000001380010868898_00037,RUK_ALC_GEN_O  ,70.35,01/08/2016
182795700003,182795700004,00000000000000666531_00000001379326620393_00047,00000000000000672176_00000001380114952558_00220,RUK_STA_GEN_O  ,70.35,01/08/2016
182826800003,182826800004,00000000000000649247_00000001377090516899_00328,00000000000000675856_00000001380795065131_00013,RUK_ALC_GEN_O  ,70.35,01/08/2016
182831900003,182831900004,00000000000000650124_00000001377178733777_00106,00000000000000713607_00000001385568345363_00047,RUK_ALC_GEN_O  ,70.35,01/08/2016
182872800003,182872800004,00000000000000666146_00000001379326623997_00041,00000000000000673034_00000001380191478003_00180,RUK_STA_GEN_O  ,70.35,01/08/2016
182874100003,182874100004,00000000000000666155_00000001379325561746_00074,00000000000000679793_00000001381485444184_00481,RUK_STA_GEN_O  ,70.35,01/08/2016
182876300003,182876300004,00000000000000666606_00000001379326624349_00038,00000000000000673528_00000001380191583395_00093,RUK_STA_GEN_O  ,70.35,01/08/2016
182877300003,182877300004,00000000000000666293_00000001379326624668_00118,00000000000000673583_00000001380191956941_00033,RUK_STA_GEN_O  ,70.35,01/08/2016
182889700003,182889700004,00000000000000666299_00000001379325562351_00123,00000000000000672964_00000001380194964466_00213,RUK_STA_GEN_O  ,70.35,01/08/2016
182892600003,182892600004,00000000000000666693_00000001379326625895_00013,00000000000000679936_00000001381485713182_00629,RUK_STA_GEN_O  ,70.35,01/08/2016
182894500003,182894500004,00000000000000666146_00000001379338645323_00199,00000000000000672976_00000001380226503695_00634,RUK_STA_GEN_O  ,70.35,01/08/2016
182906500003,182906500004,00000000000000666658_00000001379338646642_00242,00000000000000672990_00000001380226732506_00526,RUK_STA_GEN_O  ,70.35,01/08/2016
182909400003,182909400004,00000000000000666119_00000001379325563162_00169,00000000000000679936_00000001381486017671_00681,RUK_STA_GEN_O  ,70.35,01/08/2016
182915900003,182915900004,00000000000000666136_00000001379338648002_00375,00000000000000672978_00000001380224555912_00596,RUK_STA_GEN_O  ,70.35,01/08/2016
182921500003,182921500004,00000000000000665949_00000001379338649057_00473,00000000000000673447_00000001380227428698_00835,RUK_STA_GEN_O  ,70.35,01/08/2016
182934300003,182934300004,00000000000000666658_00000001379338655026_00296,00000000000000673447_00000001380227693871_00867,RUK_STA_GEN_O  ,70.35,01/08/2016
182943400003,182943400004,00000000000000666686_00000001379338661906_00352,00000000000000673349_00000001380227903900_00612,RUK_STA_GEN_O  ,70.35,01/08/2016
182977600003,182977600004,00000000000000665978_00000001379326631844_00117,00000000000000673528_00000001380197551360_00150,RUK_STA_GEN_O  ,70.35,01/08/2016
182988300003,182988300004,00000000000000666104_00000001379338668744_00490,00000000000000673298_00000001380229174450_01162,RUK_STA_GEN_O  ,70.35,01/08/2016
182991300003,182991300004,00000000000000666119_00000001379326631952_00288,00000000000000673378_00000001380197172288_00132,RUK_STA_GEN_O  ,70.35,01/08/2016
182991600003,182991600004,00000000000000666531_00000001379325563783_00025,00000000000000673583_00000001380197632988_00127,RUK_STA_GEN_O  ,70.35,01/08/2016
182992900003,182992900004,00000000000000666460_00000001379338664560_00452,00000000000000672955_00000001380227184713_00661,RUK_STA_GEN_O  ,70.35,01/08/2016
182997800003,182997800004,00000000000000666460_00000001379325563897_00060,00000000000000672404_00000001380119693767_00298,RUK_STA_GEN_O  ,70.35,01/08/2016
100066500003,100066500004,00000000000000666686_00000001379337309485_00205,00000000000000672955_00000001380186806836_00023,RUK_STA_GEN_O  ,73.50,01/08/2016
101245300003,101245300004,MIGPRD00000000443503_00000008060041493122_22271,00000000000000667743_00000001379591502947_00988,RUK_ALC_GEN_O  ,73.50,01/08/2016
101681500003,101681500004,00000000000000673329_00000001380297054666_00376,00000000000000672880_00000001380313201615_00794,RUK_STA_GEN_O  ,73.50,01/08/2016
101980400003,101980400004,00000000000000554061_00000001364475869174_00042,00000000000000673338_00000001380186176779_00052,RUK_ALC_GEN_O  ,73.50,01/08/2016
102697100003,102697100004,MIGPRD00000000458021_00000008060042049510_54511,00000000000000670469_00000001379856209469_00237,RUK_ALC_GEN_O  ,73.50,01/08/2016
102993400003,102993400004,00000000000000673329_00000001380467057838_01124,00000000000000672996_00000001380468962407_01474,RUK_STA_GEN_O  ,73.50,01/08/2016
103573400003,103573400004,00000000000000672881_00000001380297052379_00311,00000000000000673305_00000001380314241411_00376,RUK_STA_GEN_O  ,73.50,01/08/2016
103616400003,103616400004,00000000000000673615_00000001380297052716_00344,00000000000000672990_00000001380314433259_01723,RUK_STA_GEN_O  ,73.50,01/08/2016
103762700003,103762700004,MIGPRD00000000468677_00000008060041525135_28375,00000000000000669724_00000001379773843409_00523,RUK_ALC_GEN_O  ,73.50,01/08/2016
103989700003,103989700004,MIGPRD00000000470947_00000008060042169170_29335,00000000000000672976_00000001380217279031_00546,RUK_ALC_GEN_O  ,73.50,01/08/2016
104332900003,104332900004,MIGPRD00000000474379_00000008060041986211_49104,00000000000000672990_00000001380279682273_01054,RUK_ALC_GEN_O  ,73.50,01/08/2016
105272800003,105272800004,MIGPRD00000000483778_00000008060041816737_02609,00000000000000668016_00000001379597989912_01087,RUK_ALC_GEN_O  ,73.50,01/08/2016
105431500003,105431500004,MIGPRD00000000485365_00000008060041956862_48965,00000000000000673583_00000001380217459518_00602,RUK_ALC_GEN_O  ,73.50,01/08/2016
115702400003,115702400004,00000000000000666524_00000001379337302689_00160,00000000000000672990_00000001380189034257_00120,RUK_STA_GEN_O  ,73.50,01/08/2016
132517000003,132517000004,00000000000000673103_00000001380297053363_00115,00000000000000673563_00000001380315295202_00896,RUK_STA_GEN_O  ,73.50,01/08/2016
135797700003,135797700004,00000000000000300597_00000001328719925289_00079,00000000000000798771_00000001396885299583_00097,RUK_ALC_GEN_O  ,73.50,01/08/2016
139407900003,139407900004,00000000000000308329_00000001329831789057_00136,00000000000000667808_00000001379600187574_01161,RUK_ALC_GEN_O  ,73.50,01/08/2016
141718900003,141718900004,00000000000000666606_00000001379326634400_00068,00000000000000672378_00000001380110514000_00184,RUK_STA_GEN_O  ,73.50,01/08/2016
180372400003,180372400004,00000000000000586495_00000001368613984550_00096,00000000000000673340_00000001380280054327_00392,RUK_ALC_GEN_O  ,73.50,01/08/2016
180447600003,180447600004,00000000000000391567_00000001342014844475_00141,00000000000000673298_00000001380186931278_00165,RUK_ALC_GEN_O  ,73.50,01/08/2016
180771700003,180771700004,00000000000000303728_00000001329236518340_00178,00000000000000668005_00000001379605156745_01847,RUK_ALC_GEN_O  ,73.50,01/08/2016
181407700003,181407700004,00000000000000411005_00000001344517018013_00169,00000000000000673365_00000001380280261240_00568,RUK_ALC_GEN_O  ,73.50,01/08/2016
181827500003,181827500004,00000000000000665971_00000001379326621947_00114,00000000000000672182_00000001380114691770_00127,RUK_STA_GEN_O  ,73.50,01/08/2016
182109900003,182109900004,00000000000000473375_00000001353504186059_00509,00000000000000669724_00000001379782430440_00615,RUK_ALC_GEN_O  ,73.50,01/08/2016
182157700003,182157700004,00000000000000666697_00000001379337313276_00140,00000000000000670456_00000001379870814889_00648,RUK_STA_GEN_O  ,73.50,01/08/2016
182579400003,182579400004,00000000000000589457_00000001368956401321_00052,00000000000000667808_00000001379608723324_01428,RUK_ALC_GEN_O  ,73.50,01/08/2016
182870500003,182870500004,00000000000000666261_00000001379326623629_00133,00000000000000673026_00000001380191498075_00080,RUK_STA_GEN_O  ,73.50,01/08/2016
182870700003,182870700004,00000000000000666088_00000001379338644691_00298,00000000000000673379_00000001380223750199_00567,RUK_STA_GEN_O  ,73.50,01/08/2016
182881300003,182881300004,00000000000000666069_00000001379326625575_00108,00000000000000672955_00000001380194527832_00201,RUK_STA_GEN_O  ,73.50,01/08/2016
182912000003,182912000004,00000000000000666104_00000001379338649611_00394,00000000000000672964_00000001380224805485_00528,RUK_STA_GEN_O  ,73.50,01/08/2016
182916900003,182916900004,00000000000000666146_00000001379338648172_00229,00000000000000673298_00000001380227323867_00978,RUK_STA_GEN_O  ,73.50,01/08/2016
182920800003,182920800004,00000000000000666069_00000001379338648844_00280,00000000000000672964_00000001380225071442_00548,RUK_STA_GEN_O  ,73.50,01/08/2016
182972900003,182972900004,00000000000000666104_00000001379326631011_00146,00000000000000673522_00000001380197377252_00153,RUK_STA_GEN_O  ,73.50,01/08/2016
182975500003,182975500004,00000000000000666658_00000001379326631647_00058,00000000000000673583_00000001380196988923_00107,RUK_STA_GEN_O  ,73.50,01/08/2016
182997500003,182997500004,00000000000000665970_00000001379326632152_00254,00000000000000673378_00000001380555826487_00636,RUK_STA_GEN_O  ,73.50,01/08/2016
100747400003,100747400004,MIGPRD00000000438524_00000008060041390548_69956,00000000000000668185_00000001379518991250_00130,RUK_ALC_GEN_O  ,78.75,01/08/2016
100879300003,100879300004,00000000000000666296_00000001379337328873_00227,00000000000000673298_00000001380225104116_00890,RUK_STA_GEN_O  ,78.75,01/08/2016
100925200003,100925200004,MIGPRD00000000440302_00000008060041919153_34505,00000000000000668303_00000001379590698250_00945,RUK_ALC_GEN_O  ,78.75,01/08/2016
103609100003,103609100004,MIGPRD00000000467141_00000008060041812762_81522,00000000000000672976_00000001380279540540_00750,RUK_ALC_GEN_O  ,78.75,01/08/2016
103655400003,103655400004,MIGPRD00000000467604_00000008060041762880_25316,00000000000000838428_00000001402302073140_00270,RUK_ALC_GEN_O  ,78.75,01/08/2016
105028100003,105028100004,MIGPRD00000000481331_00000008060042053581_90456,00000000000000668035_00000001379597569785_01042,RUK_ALC_GEN_O  ,78.75,01/08/2016
105400900003,105400900004,MIGPRD00000000485059_00000008060041840468_21637,00000000000000672012_00000001380020774150_00066,RUK_ALC_GEN_O  ,78.75,01/08/2016
105420600003,105420600004,00000000000000673329_00000001380297053329_00370,00000000000000673305_00000001380315090712_00520,RUK_STA_GEN_O  ,78.75,01/08/2016
121670300003,121670300004,00000000000000665949_00000001379325560486_00166,00000000000000673034_00000001380189450982_00102,RUK_STA_GEN_O  ,78.75,01/08/2016
